Question,implicit_zero_shot,explicit_zero_shot,auto_cot
"How tall (in meters) is the mountain which was named after a pilot from the airline based in Calgary, Alberta, Canada?","How tall (in meters) is the mountain which was named after a pilot from the airline based in Calgary, Alberta, Canada?","How tall (in meters) is the mountain which was named after a pilot from the airline based in Calgary, Alberta, Canada?
Let's think step by step.",
What are the legal order which start with the letter sharia,What are the legal order which start with the letter sharia,"What are the legal order which start with the letter sharia
Let's think step by step.",
roshni name meaning,roshni name meaning,"roshni name meaning
Let's think step by step.",
How many administrative territorial entities are located by Los Lagos Region?,How many administrative territorial entities are located by Los Lagos Region?,"How many administrative territorial entities are located by Los Lagos Region?
Let's think step by step.",
who wrote song i can see clearly now,who wrote song i can see clearly now,"who wrote song i can see clearly now
Let's think step by step.",
average legal fees for testamentary trust,average legal fees for testamentary trust,"average legal fees for testamentary trust
Let's think step by step.",
What fashion house has Stefano Pilati worked at and is one of the biggest one global producers of fine fabrics (2.3 million metres per year)?,What fashion house has Stefano Pilati worked at and is one of the biggest one global producers of fine fabrics (2.3 million metres per year)?,"What fashion house has Stefano Pilati worked at and is one of the biggest one global producers of fine fabrics (2.3 million metres per year)?
Let's think step by step.",
normal range for tsh,normal range for tsh,"normal range for tsh
Let's think step by step.",
Who is the director of a 2003 psychological thriller film in which Eugene M. Davis had a role?,Who is the director of a 2003 psychological thriller film in which Eugene M. Davis had a role?,"Who is the director of a 2003 psychological thriller film in which Eugene M. Davis had a role?
Let's think step by step.",
how to inspect tires,how to inspect tires,"how to inspect tires
Let's think step by step.",
what is a postcolonial theory,what is a postcolonial theory,"what is a postcolonial theory
Let's think step by step.",
Icons of Evolution was written by a professor who was devoted to destroying what theory? ,Icons of Evolution was written by a professor who was devoted to destroying what theory? ,"Icons of Evolution was written by a professor who was devoted to destroying what theory? 
Let's think step by step.",
"Bambi and Treasure Island, have which subsidiary organization in common?","Bambi and Treasure Island, have which subsidiary organization in common?","Bambi and Treasure Island, have which subsidiary organization in common?
Let's think step by step.",
Which position did this head coach of 2017 Oakland Raiders sessions play in the 1980s?,Which position did this head coach of 2017 Oakland Raiders sessions play in the 1980s?,"Which position did this head coach of 2017 Oakland Raiders sessions play in the 1980s?
Let's think step by step.",
"The 2014 South Korean television series Angel Eyes featured what South Korean singer, songwriter, and actor?","The 2014 South Korean television series Angel Eyes featured what South Korean singer, songwriter, and actor?","The 2014 South Korean television series Angel Eyes featured what South Korean singer, songwriter, and actor?
Let's think step by step.",
"Britannia Airways, the largest charter airline in the UK was rebranded by what name in 2005?","Britannia Airways, the largest charter airline in the UK was rebranded by what name in 2005?","Britannia Airways, the largest charter airline in the UK was rebranded by what name in 2005?
Let's think step by step.",
Which character in the Harry Potter series was dubbed by the same Canadian actor who dubbed the leader of the Autobots?,Which character in the Harry Potter series was dubbed by the same Canadian actor who dubbed the leader of the Autobots?,"Which character in the Harry Potter series was dubbed by the same Canadian actor who dubbed the leader of the Autobots?
Let's think step by step.",
other sources of vitamin c,other sources of vitamin c,"other sources of vitamin c
Let's think step by step.",
The ban on the horse-collar tackle maneuver in American football was named after what 1980-born University of Oklahoma college football player?,The ban on the horse-collar tackle maneuver in American football was named after what 1980-born University of Oklahoma college football player?,"The ban on the horse-collar tackle maneuver in American football was named after what 1980-born University of Oklahoma college football player?
Let's think step by step.",
"Which band describes themselves as a ""minimalist rock trio"", Sunrise Avenue or Shellac?","Which band describes themselves as a ""minimalist rock trio"", Sunrise Avenue or Shellac?","Which band describes themselves as a ""minimalist rock trio"", Sunrise Avenue or Shellac?
Let's think step by step.",
Who is the American internet entrepreneur who founded the company featured on 24 Hours on Craigslist?,Who is the American internet entrepreneur who founded the company featured on 24 Hours on Craigslist?,"Who is the American internet entrepreneur who founded the company featured on 24 Hours on Craigslist?
Let's think step by step.",
To which taxonomic category do both Itea and Alocasia belong?,To which taxonomic category do both Itea and Alocasia belong?,"To which taxonomic category do both Itea and Alocasia belong?
Let's think step by step.",
"What Ever Happened to Aunt Alice?, is a 1969 American thriller film directed by Lee H. Katzin with Bernard Girard, and starring Mildred Dorothy Dunnock, was an American theater, film and television actress, and passed away on which date?","What Ever Happened to Aunt Alice?, is a 1969 American thriller film directed by Lee H. Katzin with Bernard Girard, and starring Mildred Dorothy Dunnock, was an American theater, film and television actress, and passed away on which date?","What Ever Happened to Aunt Alice?, is a 1969 American thriller film directed by Lee H. Katzin with Bernard Girard, and starring Mildred Dorothy Dunnock, was an American theater, film and television actress, and passed away on which date?
Let's think step by step.",
