Question,implicit_zero_shot,explicit_zero_shot,auto_cot
average price to tent a house for termites,average price to tent a house for termites,"average price to tent a house for termites
Let's think step by step.",
Which is the place of burial for Katowice?,Which is the place of burial for Katowice?,"Which is the place of burial for Katowice?
Let's think step by step.",
what is bloomin brands,what is bloomin brands,"what is bloomin brands
Let's think step by step.",
where do grains come from,where do grains come from,"where do grains come from
Let's think step by step.",
What are the alternatives to using CO2 snow cleaning?,What are the alternatives to using CO2 snow cleaning?,"What are the alternatives to using CO2 snow cleaning?
Let's think step by step.",
cost of total knee replacement surgery in delhi,cost of total knee replacement surgery in delhi,"cost of total knee replacement surgery in delhi
Let's think step by step.",
how do you return a pointer in c,how do you return a pointer in c,"how do you return a pointer in c
Let's think step by step.",
Are Petrophytum and Townsendia both in the rose family?,Are Petrophytum and Townsendia both in the rose family?,"Are Petrophytum and Townsendia both in the rose family?
Let's think step by step.",
"Which documentary, Point of Order! or In the Basement is about the Senate Army–McCarthy hearings of 1954?","Which documentary, Point of Order! or In the Basement is about the Senate Army–McCarthy hearings of 1954?","Which documentary, Point of Order! or In the Basement is about the Senate Army–McCarthy hearings of 1954?
Let's think step by step.",
what is copper composite turquoise,what is copper composite turquoise,"what is copper composite turquoise
Let's think step by step.",
Who directed the film that Amanda Brooks starred in in 2007?,Who directed the film that Amanda Brooks starred in in 2007?,"Who directed the film that Amanda Brooks starred in in 2007?
Let's think step by step.",
Bobby Bowden was the head coach of Florida State University which plays their home games in what stadium?,Bobby Bowden was the head coach of Florida State University which plays their home games in what stadium?,"Bobby Bowden was the head coach of Florida State University which plays their home games in what stadium?
Let's think step by step.",
what is sbp,what is sbp,"what is sbp
Let's think step by step.",
Eric Steelberg's film Up in the Air starred which celebrity playing the role of Ryan Bingham?,Eric Steelberg's film Up in the Air starred which celebrity playing the role of Ryan Bingham?,"Eric Steelberg's film Up in the Air starred which celebrity playing the role of Ryan Bingham?
Let's think step by step.",
"Which song written by band members Guy Berryman, Jonny Buckland, Will Champion, and Chris Martin, along with Brian Eno appears on the same album as UFO?","Which song written by band members Guy Berryman, Jonny Buckland, Will Champion, and Chris Martin, along with Brian Eno appears on the same album as UFO?","Which song written by band members Guy Berryman, Jonny Buckland, Will Champion, and Chris Martin, along with Brian Eno appears on the same album as UFO?
Let's think step by step.",
"What was the breakout movie for the actress and singer who sang backup vocals on ""Spitfire"" by The Prodigy?","What was the breakout movie for the actress and singer who sang backup vocals on ""Spitfire"" by The Prodigy?","What was the breakout movie for the actress and singer who sang backup vocals on ""Spitfire"" by The Prodigy?
Let's think step by step.",
"What is the king of this ancient nation, in which the people worshiped Imentet as a goddess representing the necropolises west of the Nile, called?","What is the king of this ancient nation, in which the people worshiped Imentet as a goddess representing the necropolises west of the Nile, called?","What is the king of this ancient nation, in which the people worshiped Imentet as a goddess representing the necropolises west of the Nile, called?
Let's think step by step.",
What is the Class II combustible liquid with the highest median lethal concentration whose has effect is allyl glycidyl ether exposure?,What is the Class II combustible liquid with the highest median lethal concentration whose has effect is allyl glycidyl ether exposure?,"What is the Class II combustible liquid with the highest median lethal concentration whose has effect is allyl glycidyl ether exposure?
Let's think step by step.",
What is the Class IC flammable liquid with the highest no-observed-adverse-effect level whose instance of is Class IC flammable liquid ?,What is the Class IC flammable liquid with the highest no-observed-adverse-effect level whose instance of is Class IC flammable liquid ?,"What is the Class IC flammable liquid with the highest no-observed-adverse-effect level whose instance of is Class IC flammable liquid ?
Let's think step by step.",
Which artistic genre has its introduction in 1968-1-1 by Alice Cooper?,Which artistic genre has its introduction in 1968-1-1 by Alice Cooper?,"Which artistic genre has its introduction in 1968-1-1 by Alice Cooper?
Let's think step by step.",
what is a human placenta,what is a human placenta,"what is a human placenta
Let's think step by step.",
What profession do both Richard Russo and Ivan Bunin share?,What profession do both Richard Russo and Ivan Bunin share?,"What profession do both Richard Russo and Ivan Bunin share?
Let's think step by step.",
how long are you contagious with flu type a,how long are you contagious with flu type a,"how long are you contagious with flu type a
Let's think step by step.",
nonpolar molecule definition ap biology,nonpolar molecule definition ap biology,"nonpolar molecule definition ap biology
Let's think step by step.",
define kelp herb,define kelp herb,"define kelp herb
Let's think step by step.",
